experiment	sample_name	primerset_5	primerset_3	pool_id	well	interactor_id	media	repeat_id	orf_id
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	B02	56463	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	B03	100064217	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	B04	0	3AT	2	CCSBORF7675
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	B05	13561	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	B06	10016	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	B07	4976	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	B08	100068229	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	B09	4516	3AT	2	CCSBORF12657
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	B10	7591	3AT	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	3	B11	4105	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	B12	54692	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	C01	956	3AT	2	CCSBORF12527
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	C02	12260	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	C03	824	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	C04	2837	3AT	2	CCSBORF8459
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	C05	201	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	C06	14221	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	C07	3125	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	C08	0	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	C09	0	3AT	2	CCSBORF12657
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	C10	4717	3AT	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	3	C11	0	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	C12	69	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	D01	0	3AT	2	CCSBORF12527
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	D02	1769	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	D03	13795	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	D04	0	3AT	2	CCSBORF8459
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	D05	2098	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	D06	10460	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	D07	66	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	D08	5498	3AT	2	CCSBORF11374
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	D09	6963	3AT	2	CCSBORF7167
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	D10	9625	3AT	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	2	D11	54692	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	D12	5894	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	E01	5066	3AT	2	CCSBORF4066
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	E02	53942	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	E03	9267	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	E04	4361	3AT	2	CCSBORF2156
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	E05	100069938	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	E06	7606	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	E07	2739	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	E08	0	3AT	2	CCSBORF11374
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	E09	0	3AT	2	CCSBORF7167
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	E10	0	3AT	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	2	E11	69	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	E12	12573	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	F01	0	3AT	2	CCSBORF4066
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	F02	54647	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	F03	1868	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	F04	0	3AT	2	CCSBORF2156
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	F05	8359	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	F06	5894	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	F07	12801	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	F08	71081	3AT	2	CCSBORF11386
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	F09	71027	3AT	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	3	F10	54692	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	2	F11	5894	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	F12	4105	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	G01	3598	3AT	2	CCSBORF3672
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	G02	5772	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	G03	0	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	G04	2654	3AT	2	CCSBORF2654
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	G05	71894	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	G06	71876	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	G07	100064207	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	G08	11386	3AT	2	CCSBORF11386
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	G09	9846	3AT	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	3	G10	69	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	2	G11	12573	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	H01	208	3AT	2	CCSBORF3672
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	H02	10556	3AT	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	H03	7675	3AT	2	CCSBORF7675
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	H04	53836	3AT	2	CCSBORF2654
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	H05	11567	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	H06	4622	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	H07	2245	3AT	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	H08	100009500	3AT	2	CCSBORF11386
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	1	H09	5933	3AT	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	3	H10	5894	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	J_DB_DB_n_for	D_AD_term_i5	2	H11	4105	3AT	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	A01	71807	LW	2	CCSBORF12527
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	A02	0	LW	2	CCSBORF3672
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	A03	100070143	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	A04	2347	LW	2	CCSBORF7675
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	A05	0	LW	2	CCSBORF2654
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	A06	54957	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	A07	1611	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	A08	100016009	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	A09	0	LW	2	CCSBORF11386
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	A10	4249	LW	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	3	A11	12573	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	2	A12	0	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	B01	9267	LW	2	CCSBORF12527
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	B02	56463	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	B03	100064217	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	B04	0	LW	2	CCSBORF7675
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	B05	13561	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	B06	10016	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	B07	4976	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	B08	100068229	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	B09	4516	LW	2	CCSBORF12657
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	B10	7591	LW	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	3	B11	4105	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	B12	54692	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	C01	956	LW	2	CCSBORF12527
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	C02	12260	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	C03	824	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	C04	2837	LW	2	CCSBORF8459
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	C05	201	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	C06	14221	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	C07	3125	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	C08	0	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	C09	0	LW	2	CCSBORF12657
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	C10	4717	LW	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	3	C11	0	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	C12	69	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	D01	0	LW	2	CCSBORF12527
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	D02	1769	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	D03	13795	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	D04	0	LW	2	CCSBORF8459
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	D05	2098	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	D06	10460	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	D07	66	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	D08	5498	LW	2	CCSBORF11374
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	D09	6963	LW	2	CCSBORF7167
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	D10	9625	LW	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	2	D11	54692	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	D12	5894	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	E01	5066	LW	2	CCSBORF4066
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	E02	53942	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	E03	9267	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	E04	4361	LW	2	CCSBORF2156
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	E05	100069938	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	E06	7606	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	E07	2739	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	E08	0	LW	2	CCSBORF11374
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	E09	0	LW	2	CCSBORF7167
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	E10	0	LW	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	2	E11	69	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	E12	12573	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	F01	0	LW	2	CCSBORF4066
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	F02	54647	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	F03	1868	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	F04	0	LW	2	CCSBORF2156
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	F05	8359	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	F06	5894	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	F07	12801	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	F08	71081	LW	2	CCSBORF11386
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	F09	71027	LW	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	3	F10	54692	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	2	F11	5894	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	F12	4105	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	G01	3598	LW	2	CCSBORF3672
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	G02	5772	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	G03	0	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	G04	2654	LW	2	CCSBORF2654
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	G05	71894	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	G06	71876	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	G07	100064207	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	G08	11386	LW	2	CCSBORF11386
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	G09	9846	LW	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	3	G10	69	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	2	G11	12573	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	H01	208	LW	2	CCSBORF3672
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	H02	10556	LW	2	CCSBORF3535
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	H03	7675	LW	2	CCSBORF7675
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	H04	53836	LW	2	CCSBORF2654
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	H05	11567	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	H06	4622	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	H07	2245	LW	2	CCSBORF5431
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	H08	100009500	LW	2	CCSBORF11386
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	1	H09	5933	LW	2	CCSBORF5933
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	3	H10	5894	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_2_sample_2	K_DB_DB_n_for	F_AD_term_i5	2	H11	4105	LW	2	CCSBORF2920
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	A01	71807	3AT	3	CCSBORF12527
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	A02	0	3AT	3	CCSBORF3672
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	A03	100070143	3AT	3	CCSBORF3535
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	A04	2347	3AT	3	CCSBORF7675
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	A05	0	3AT	3	CCSBORF2654
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	A06	54957	3AT	3	CCSBORF5431
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	A07	1611	3AT	3	CCSBORF5431
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	A08	100016009	3AT	3	CCSBORF5431
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	A09	0	3AT	3	CCSBORF11386
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	A10	4249	3AT	3	CCSBORF5933
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	3	A11	12573	3AT	3	CCSBORF2920
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	2	A12	0	3AT	3	CCSBORF2920
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	B01	9267	3AT	3	CCSBORF12527
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	B02	56463	3AT	3	CCSBORF3535
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	B03	100064217	3AT	3	CCSBORF3535
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	B04	0	3AT	3	CCSBORF7675
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	B05	13561	3AT	3	CCSBORF5431
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	B06	10016	3AT	3	CCSBORF5431
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	B07	4976	3AT	3	CCSBORF5431
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	B08	100068229	3AT	3	CCSBORF5431
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	B09	4516	3AT	3	CCSBORF12657
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	B10	7591	3AT	3	CCSBORF5933
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	3	B11	4105	3AT	3	CCSBORF2920
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	B12	54692	3AT	3	CCSBORF2920
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	C01	956	3AT	3	CCSBORF12527
HsVcPPIP01a1	32W22Q_3_sample_3	J_DB_DB_n_for	D_AD_term_i5	1	C02	12260	3AT	3	CCSBORF3535
